L1,L2,L3,switch
0.58,0.68,0.64,not_switch
0.2,-0.87,-0.85,switch
3.95,3.93,4.03,not_switch
3.51,1.77,5.05,switch
2.06,2.13,2.28,not_switch
-2.0,0.34,0.15,switch
2.5,2.47,2.65,not_switch
2.59,2.49,6.26,switch
3.71,3.68,3.68,not_switch
1.0,-3.06,-1.84,switch
0.79,0.68,0.79,not_switch
0.36,-0.55,-1.04,switch
3.81,3.91,3.86,not_switch
0.5,2.45,6.33,switch
2.35,2.52,2.48,not_switch
2.89,2.32,4.57,switch
4.61,4.58,4.52,not_switch
4.64,0.84,1.77,switch
1.32,1.39,1.34,not_switch
4.71,0.52,2.6,switch
4.23,4.0,4.05,not_switch
-0.67,-0.11,-1.34,switch
3.61,3.73,3.58,not_switch
6.37,3.23,1.06,switch
5.48,5.42,5.26,not_switch
1.34,3.52,5.84,switch
5.03,5.21,5.19,not_switch
0.49,-2.91,-0.46,switch
5.79,5.79,5.71,not_switch
1.05,-2.53,-1.54,switch
1.44,1.37,1.37,not_switch
1.47,3.7,1.74,switch
2.97,3.1,3.05,not_switch
4.01,1.65,0.83,switch
0.46,0.29,0.48,not_switch
-0.26,0.11,-3.27,switch
4.15,4.16,4.32,not_switch
2.34,3.45,5.97,switch
3.99,3.96,4.03,not_switch
1.64,5.59,3.79,switch
3.21,3.13,3.16,not_switch
2.78,2.38,4.15,switch
5.05,5.09,5.21,not_switch
1.43,5.02,3.46,switch
6.04,6.25,6.2,not_switch
4.14,3.16,1.09,switch
3.04,2.97,3.02,not_switch
6.37,0.51,3.98,switch
5.57,5.68,5.79,not_switch
-3.45,-0.53,0.69,switch
4.24,4.14,4.26,not_switch
0.94,-3.2,0.04,switch
2.32,2.33,2.47,not_switch
1.03,4.56,3.09,switch
4.97,4.81,4.85,not_switch
6.29,2.7,0.53,switch
0.6,0.67,0.74,not_switch
3.9,0.74,4.6,switch
4.29,4.28,4.44,not_switch
5.67,2.47,3.25,switch
3.46,3.48,3.47,not_switch
0.57,-0.92,-1.31,switch
4.76,4.77,4.89,not_switch
0.71,-1.9,-1.1,switch
4.06,3.86,3.97,not_switch
4.74,2.7,1.19,switch
3.05,3.06,2.99,not_switch
1.72,2.86,5.0,switch
1.26,1.3,1.24,not_switch
-1.41,-2.22,1.47,switch
4.18,4.07,4.13,not_switch
1.47,4.47,2.56,switch
5.91,5.96,5.9,not_switch
3.3,1.37,4.01,switch
0.63,0.67,0.55,not_switch
2.91,5.82,1.32,switch
1.17,1.01,1.08,not_switch
0.75,2.98,5.47,switch
4.95,4.97,5.17,not_switch
2.84,5.39,1.92,switch
6.33,6.33,6.39,not_switch
0.33,5.67,1.88,switch
5.45,5.67,5.47,not_switch
1.52,3.34,6.28,switch
5.35,5.49,5.52,not_switch
2.71,5.19,1.63,switch
3.95,3.86,3.88,not_switch
1.55,4.57,2.59,switch
1.21,1.37,1.44,not_switch
1.34,4.74,2.87,switch
4.19,4.2,4.13,not_switch
-0.18,-0.21,-2.83,switch
5.69,5.79,5.76,not_switch
0.74,4.22,2.53,switch
3.45,3.56,3.52,not_switch
4.76,3.59,1.59,switch
0.47,0.52,0.56,not_switch
5.79,1.21,2.91,switch
1.56,1.74,1.71,not_switch
5.99,1.05,3.01,switch
5.81,5.8,5.65,not_switch
6.07,2.61,1.38,switch
3.46,3.23,3.29,not_switch
-1.19,0.69,-0.51,switch
2.19,2.32,2.19,not_switch
1.8,4.64,1.09,switch
4.43,4.52,4.43,not_switch
5.82,3.81,0.56,switch
1.58,1.7,1.77,not_switch
2.33,5.81,3.96,switch
1.48,1.54,1.49,not_switch
2.16,3.94,5.88,switch
2.24,2.17,2.22,not_switch
2.1,6.26,3.92,switch
2.48,2.48,2.33,not_switch
2.58,6.24,1.15,switch
2.78,2.65,2.7,not_switch
4.47,1.96,2.6,switch
0.34,0.32,0.34,not_switch
0.44,3.09,6.01,switch
6.23,6.13,6.26,not_switch
6.25,0.92,2.98,switch
3.91,4.0,4.04,not_switch
5.27,2.47,1.54,switch
0.82,0.8,0.71,not_switch
3.54,0.58,4.9,switch
4.99,4.9,4.94,not_switch
3.16,2.23,6.44,switch
1.33,1.39,1.32,not_switch
3.21,1.06,5.36,switch
0.85,0.82,0.86,not_switch
0.12,0.86,-3.23,switch
5.35,5.42,5.24,not_switch
3.9,4.71,0.82,switch
4.39,4.46,4.44,not_switch
-1.49,0.21,0.3,switch
5.34,5.36,5.39,not_switch
0.59,0.21,-3.39,switch
3.48,3.55,3.5,not_switch
4.59,0.59,3.55,switch
0.79,0.82,0.73,not_switch
1.58,4.53,2.91,switch
2.96,3.06,2.92,not_switch
0.63,5.98,3.01,switch
0.76,0.73,0.85,not_switch
0.14,-3.44,-1.68,switch
3.88,4.05,3.97,not_switch
-1.9,-1.22,0.08,switch
1.15,1.27,1.17,not_switch
3.55,1.2,5.86,switch
5.71,5.84,5.71,not_switch
5.27,3.75,1.61,switch
6.2,6.18,6.35,not_switch
3.53,0.72,3.01,switch
4.44,4.47,4.47,not_switch
0.52,-3.07,-1.85,switch
2.54,2.53,2.74,not_switch
3.49,0.83,5.98,switch
5.85,5.88,5.89,not_switch
3.95,1.5,2.98,switch
6.37,6.51,6.48,not_switch
2.3,5.86,1.78,switch
1.85,1.78,1.84,not_switch
6.14,2.87,0.68,switch
0.51,0.49,0.69,not_switch
-1.09,-0.71,1.2,switch
5.61,5.63,5.61,not_switch
3.39,6.27,1.78,switch
5.61,5.67,5.48,not_switch
-1.84,0.55,-0.18,switch
3.34,3.38,3.34,not_switch
4.76,1.77,2.75,switch
5.17,5.12,5.02,not_switch
3.78,2.77,1.31,switch
2.35,2.57,2.35,not_switch
1.96,4.71,2.96,switch
2.27,2.41,2.29,not_switch
6.12,2.49,3.01,switch
5.7,5.74,5.7,not_switch
-1.89,-2.3,0.69,switch
4.97,5.16,5.17,not_switch
2.86,6.5,1.65,switch
4.34,4.41,4.34,not_switch
-2.31,0.42,-0.06,switch
2.95,2.96,3.13,not_switch
4.01,2.7,1.74,switch
2.84,2.88,2.9,not_switch
4.45,0.53,3.49,switch
5.53,5.46,5.5,not_switch
-2.79,0.04,-0.18,switch
3.45,3.51,3.65,not_switch
6.48,3.76,0.53,switch
4.63,4.6,4.71,not_switch
6.24,3.5,1.96,switch
0.37,0.27,0.42,not_switch
-1.65,-0.58,1.21,switch
0.42,0.35,0.33,not_switch
1.96,4.4,3.05,switch
2.82,2.77,2.75,not_switch
1.79,4.27,1.77,switch
3.2,3.24,3.26,not_switch
5.51,0.7,3.45,switch
5.36,5.51,5.51,not_switch
2.55,1.68,6.06,switch
2.79,2.8,2.9,not_switch
-3.33,0.55,0.2,switch
1.26,1.33,1.27,not_switch
1.97,4.19,1.23,switch
2.39,2.34,2.49,not_switch
5.91,1.36,2.14,switch
4.52,4.48,4.32,not_switch
-2.63,-0.4,0.5,switch
3.63,3.65,3.78,not_switch
-0.89,1.27,-0.94,switch
1.08,0.96,0.96,not_switch
1.23,-0.36,-2.21,switch
1.12,1.15,1.25,not_switch
1.36,3.58,5.01,switch
1.59,1.66,1.71,not_switch
5.25,1.76,1.64,switch
4.05,3.99,4.06,not_switch
0.99,5.92,1.99,switch
3.08,3.03,3.07,not_switch
6.45,2.04,0.97,switch
1.8,1.73,1.77,not_switch
-2.0,0.13,-0.82,switch
0.26,0.4,0.21,not_switch
-1.8,-2.75,0.27,switch
3.33,3.33,3.44,not_switch
3.94,4.22,1.92,switch
5.03,5.04,5.03,not_switch
2.61,4.08,2.44,switch
5.01,4.81,4.87,not_switch
0.57,4.22,3.23,switch
4.27,4.34,4.16,not_switch
4.89,2.21,3.22,switch
2.75,2.78,2.71,not_switch
0.15,-0.8,-0.84,switch
5.76,5.78,5.72,not_switch
-1.64,-2.8,1.1,switch
2.34,2.53,2.5,not_switch
1.6,4.03,1.81,switch
3.7,3.68,3.64,not_switch
-0.01,-1.25,0.75,switch
4.18,4.17,4.31,not_switch
5.29,2.81,2.49,switch
3.09,3.11,3.14,not_switch
5.28,1.79,0.38,switch
2.81,3.03,3.0,not_switch
4.06,0.52,2.09,switch
2.41,2.42,2.39,not_switch
-2.57,0.34,0.6,switch
0.5,0.51,0.6,not_switch
0.4,5.77,2.28,switch
3.75,3.77,3.65,not_switch
4.29,1.47,3.06,switch
6.26,6.15,6.17,not_switch
0.29,0.89,-1.1,switch
5.2,5.4,5.33,not_switch
2.06,6.29,3.15,switch
4.8,4.9,4.91,not_switch
0.21,0.37,-2.73,switch
3.49,3.51,3.56,not_switch
5.54,0.62,3.53,switch
0.57,0.68,0.62,not_switch
4.64,2.35,2.84,switch
4.96,5.0,5.02,not_switch
4.78,1.16,2.55,switch
2.13,2.02,2.11,not_switch
1.02,5.76,3.26,switch
4.14,3.94,4.03,not_switch
2.07,6.13,3.19,switch
4.54,4.56,4.62,not_switch
0.85,-1.02,-1.86,switch
1.1,1.22,1.16,not_switch
0.68,4.2,3.54,switch
3.6,3.59,3.69,not_switch
2.08,3.18,4.04,switch
1.89,1.8,1.79,not_switch
-1.91,-0.03,0.18,switch
1.24,1.2,1.26,not_switch
0.64,-1.96,-2.57,switch
4.77,4.97,4.96,not_switch
3.76,5.8,0.82,switch
5.51,5.53,5.45,not_switch
-1.81,0.46,-1.78,switch
1.26,1.2,1.18,not_switch
3.77,1.39,6.09,switch
0.63,0.7,0.58,not_switch
0.78,2.28,4.02,switch
3.01,2.9,3.07,not_switch
0.52,3.44,4.71,switch
4.54,4.68,4.75,not_switch
1.98,0.64,5.63,switch
3.67,3.66,3.52,not_switch
0.93,-1.38,0.06,switch
1.07,1.05,1.05,not_switch
-1.98,0.51,-0.69,switch
3.15,3.3,3.36,not_switch
1.88,5.03,3.24,switch
4.67,4.68,4.77,not_switch
0.32,-1.35,-1.44,switch
3.19,3.17,3.04,not_switch
3.2,0.58,4.43,switch
4.68,4.73,4.92,not_switch
5.87,0.85,2.57,switch
0.77,0.75,0.7,not_switch
3.22,3.72,0.34,switch
1.38,1.35,1.34,not_switch
-1.48,-3.4,0.43,switch
3.07,2.99,2.95,not_switch
0.94,-3.08,0.29,switch
5.08,5.18,5.2,not_switch
-2.61,0.16,-0.97,switch
1.46,1.47,1.49,not_switch
0.15,-1.01,1.43,switch
5.54,5.59,5.4,not_switch
1.73,5.98,1.92,switch
5.56,5.58,5.45,not_switch
0.9,1.58,6.01,switch
0.99,1.0,1.03,not_switch
1.88,1.15,5.7,switch
0.48,0.44,0.31,not_switch
5.31,2.55,1.07,switch
4.99,4.83,5.02,not_switch
1.9,4.79,3.13,switch
5.07,5.09,5.05,not_switch
1.47,0.18,-3.17,switch
3.88,3.95,3.81,not_switch
1.13,3.33,6.44,switch
1.08,1.15,1.18,not_switch
-0.57,-0.95,-0.0,switch
3.46,3.34,3.5,not_switch
6.17,2.75,1.14,switch
3.52,3.62,3.48,not_switch
-1.84,-1.12,0.42,switch
5.85,5.91,5.82,not_switch
3.78,5.11,0.9,switch
2.91,2.85,2.99,not_switch
-1.89,0.44,-1.71,switch
1.18,1.25,1.1,not_switch
0.13,-1.8,-2.13,switch
4.86,4.79,4.78,not_switch
0.97,-3.34,-1.67,switch
6.22,6.18,6.25,not_switch
6.33,3.49,0.71,switch
6.29,6.48,6.47,not_switch
0.35,5.54,2.1,switch
2.63,2.62,2.52,not_switch
3.9,2.19,5.27,switch
5.8,5.73,5.68,not_switch
3.52,3.31,1.0,switch
4.68,4.58,4.68,not_switch
2.45,3.74,1.79,switch
1.2,1.12,1.17,not_switch
-0.1,-0.64,-1.91,switch
3.27,3.38,3.25,not_switch
5.56,2.03,0.78,switch
4.2,4.26,4.4,not_switch
-1.76,0.9,-2.11,switch
4.79,4.97,4.89,not_switch
5.44,2.23,0.33,switch
0.3,0.44,0.33,not_switch
6.06,2.27,3.83,switch
3.67,3.79,3.76,not_switch
5.19,1.41,3.24,switch
1.42,1.41,1.28,not_switch
3.79,1.01,2.42,switch
2.84,2.83,2.69,not_switch
2.64,4.16,1.9,switch
4.61,4.64,4.59,not_switch
-1.01,1.34,0.13,switch
6.09,6.17,6.03,not_switch
4.04,3.89,1.36,switch
5.31,5.21,5.2,not_switch
0.95,5.35,1.88,switch
5.23,5.28,5.34,not_switch
2.12,3.68,4.45,switch
5.69,5.64,5.74,not_switch
2.36,3.74,5.31,switch
5.07,5.15,5.23,not_switch
3.31,6.07,2.1,switch
2.18,2.28,2.16,not_switch
3.38,4.86,0.66,switch
4.5,4.37,4.36,not_switch
1.12,-3.3,-1.4,switch
4.88,4.94,4.8,not_switch
1.39,-0.23,-2.38,switch
6.35,6.45,6.42,not_switch
1.67,0.57,5.34,switch
1.54,1.6,1.42,not_switch
2.97,5.86,1.2,switch
6.2,6.01,5.99,not_switch
6.22,2.38,1.87,switch
1.17,1.12,1.34,not_switch
1.52,5.89,2.71,switch
1.51,1.7,1.69,not_switch
-2.97,0.45,-0.12,switch
5.68,5.86,5.81,not_switch
1.81,4.1,1.21,switch
2.27,2.19,2.26,not_switch
3.47,1.72,4.88,switch
5.46,5.5,5.58,not_switch
0.25,0.72,-0.67,switch
3.97,4.03,3.97,not_switch
-0.91,-3.08,1.47,switch
1.03,1.12,1.17,not_switch
3.47,2.0,5.63,switch
5.09,5.14,4.99,not_switch
0.17,1.04,-0.67,switch
5.92,5.98,6.03,not_switch
1.7,3.43,4.71,switch
4.34,4.44,4.4,not_switch
3.19,5.61,1.49,switch
1.53,1.55,1.54,not_switch
3.85,4.25,1.42,switch
1.27,1.29,1.17,not_switch
4.68,3.77,1.74,switch
3.8,3.79,3.91,not_switch
0.26,-3.13,-1.84,switch
2.19,2.13,2.17,not_switch
-1.42,-0.73,1.43,switch
4.07,4.04,4.04,not_switch
3.73,0.98,4.05,switch
6.17,6.29,6.19,not_switch
0.41,2.61,5.96,switch
4.84,4.92,4.69,not_switch
0.81,2.12,5.91,switch
2.67,2.75,2.58,not_switch
0.12,-1.13,-1.16,switch
5.47,5.31,5.45,not_switch
0.73,3.58,3.37,switch
6.44,6.56,6.46,not_switch
3.95,2.0,5.22,switch
1.83,1.74,1.73,not_switch
5.45,2.69,0.44,switch
2.4,2.43,2.44,not_switch
-1.83,-1.99,1.11,switch
1.01,1.02,0.95,not_switch
2.47,3.83,6.32,switch
1.82,1.96,1.87,not_switch
3.22,4.83,1.14,switch
5.56,5.63,5.77,not_switch
5.16,2.48,2.76,switch
4.4,4.41,4.43,not_switch
-0.99,0.43,-1.86,switch
3.3,3.48,3.31,not_switch
3.34,2.19,4.79,switch
5.19,5.38,5.18,not_switch
-2.81,0.2,1.24,switch
0.49,0.56,0.68,not_switch
6.21,1.63,2.86,switch
6.1,6.15,6.18,not_switch
-3.22,0.27,0.3,switch
3.4,3.59,3.55,not_switch
0.17,-0.41,-2.57,switch
3.04,2.88,3.1,not_switch
0.66,3.21,5.04,switch
4.01,4.06,3.95,not_switch
-1.64,0.61,-1.78,switch
4.9,5.05,4.95,not_switch
1.87,5.04,3.24,switch
0.79,0.73,0.8,not_switch
-0.55,-0.18,-2.12,switch
2.66,2.68,2.72,not_switch
0.02,-2.51,-1.0,switch
2.58,2.65,2.67,not_switch
0.74,-1.71,-1.96,switch
0.62,0.49,0.56,not_switch
-0.78,-2.92,1.48,switch
4.84,4.9,4.79,not_switch
2.9,1.73,4.8,switch
1.02,1.07,0.98,not_switch
0.36,-1.14,-2.46,switch
1.02,1.11,1.2,not_switch
5.73,0.47,1.67,switch
4.22,4.19,4.38,not_switch
0.62,-1.9,-3.31,switch
1.59,1.57,1.44,not_switch
2.15,2.87,5.23,switch
4.79,4.76,4.81,not_switch
1.53,2.66,5.56,switch
6.14,6.29,6.13,not_switch
-2.61,0.43,1.31,switch
6.08,6.07,5.93,not_switch
-0.41,-0.09,-0.73,switch
1.18,1.07,1.07,not_switch
3.88,5.08,0.55,switch
4.03,4.02,4.04,not_switch
3.61,1.33,4.36,switch
0.42,0.42,0.33,not_switch
5.88,3.23,1.39,switch
6.12,6.15,5.98,not_switch
3.22,0.48,6.04,switch
3.02,2.97,3.04,not_switch
6.16,0.79,2.95,switch
5.09,5.09,5.05,not_switch
6.49,2.72,1.43,switch
3.97,3.99,3.94,not_switch
2.87,3.96,0.34,switch
0.57,0.71,0.71,not_switch
-0.06,-1.41,-1.67,switch
2.07,2.16,2.13,not_switch
4.88,2.73,2.49,switch
0.71,0.52,0.62,not_switch
1.94,4.46,1.14,switch
2.02,2.0,1.98,not_switch
3.8,0.93,4.99,switch
4.69,4.85,4.81,not_switch
1.92,5.89,3.09,switch
2.26,2.03,2.12,not_switch
3.68,1.22,5.49,switch
3.32,3.19,3.31,not_switch
-3.21,-1.19,0.9,switch
5.57,5.57,5.45,not_switch
0.27,-1.93,-1.94,switch
3.09,3.04,2.94,not_switch
-1.39,0.11,0.09,switch
5.06,5.13,5.11,not_switch
1.17,3.08,6.0,switch
0.98,1.05,1.04,not_switch
-0.54,0.72,-1.69,switch
6.5,6.52,6.53,not_switch
2.25,3.6,4.69,switch
5.32,5.32,5.32,not_switch
5.97,0.7,3.65,switch
1.37,1.55,1.35,not_switch
-0.52,0.9,-2.46,switch
3.47,3.62,3.66,not_switch
4.22,2.0,3.17,switch
1.73,1.79,1.75,not_switch
1.19,3.87,3.01,switch
6.43,6.51,6.37,not_switch
5.85,1.52,3.36,switch
5.61,5.44,5.64,not_switch
3.34,4.2,1.28,switch
1.72,1.74,1.73,not_switch
0.04,-2.2,-1.26,switch
4.26,4.21,4.21,not_switch
-1.8,-1.16,0.7,switch
1.01,0.94,0.94,not_switch
-1.91,-1.79,0.33,switch
4.12,4.24,4.08,not_switch
2.13,4.43,3.23,switch
1.06,1.26,1.04,not_switch
3.59,6.09,0.84,switch
1.88,1.86,1.8,not_switch
-3.05,-0.15,-1.24,switch
5.5,5.66,5.66,not_switch
0.78,-1.22,-2.78,switch
4.62,4.54,4.66,not_switch
2.99,4.08,0.95,switch
4.42,4.28,4.32,not_switch
-1.73,-1.81,1.04,switch
5.55,5.66,5.69,not_switch
1.32,6.17,1.69,switch
4.68,4.77,4.72,not_switch
2.73,4.91,0.61,switch
2.21,2.2,2.09,not_switch
6.48,3.86,1.75,switch
6.53,6.51,6.52,not_switch
2.99,5.58,2.17,switch
0.54,0.6,0.5,not_switch
0.87,3.99,5.33,switch
4.74,4.64,4.71,not_switch
-2.54,-1.87,0.37,switch
0.86,0.71,0.72,not_switch
1.1,2.53,6.11,switch
4.54,4.57,4.63,not_switch
1.28,4.15,3.75,switch
0.53,0.58,0.59,not_switch
-2.22,0.22,-1.71,switch
5.16,5.17,5.23,not_switch
2.07,2.62,5.04,switch
2.5,2.61,2.48,not_switch
5.23,2.01,0.42,switch
1.54,1.62,1.63,not_switch
2.14,3.55,5.98,switch
1.26,1.12,1.25,not_switch
4.54,3.22,1.9,switch
4.49,4.61,4.52,not_switch
-3.38,0.43,-1.7,switch
1.39,1.48,1.38,not_switch
-3.18,-1.62,1.24,switch
5.64,5.69,5.58,not_switch
3.31,0.54,6.46,switch
1.73,1.65,1.71,not_switch
-1.45,0.28,-1.22,switch
5.6,5.69,5.55,not_switch
3.41,6.2,2.01,switch
2.5,2.54,2.4,not_switch
-3.08,-1.01,1.3,switch
1.07,0.89,1.13,not_switch
5.84,1.1,2.84,switch
5.43,5.3,5.36,not_switch
-1.01,0.82,-2.3,switch
2.88,2.82,2.83,not_switch
-2.68,-0.58,0.1,switch
0.27,0.32,0.42,not_switch
-2.9,-1.13,1.37,switch
4.84,4.8,4.82,not_switch
0.2,-1.12,-0.51,switch
4.87,4.86,4.88,not_switch
4.42,0.55,1.52,switch
1.72,1.7,1.67,not_switch
3.14,4.17,1.01,switch
3.35,3.3,3.15,not_switch
0.58,4.04,3.04,switch
3.02,3.16,3.23,not_switch
-2.62,-0.15,-0.57,switch
5.57,5.73,5.76,not_switch
1.79,6.39,2.55,switch
2.5,2.56,2.47,not_switch
1.4,6.0,2.13,switch
5.12,5.09,5.08,not_switch
4.01,0.48,2.81,switch
4.17,4.31,4.08,not_switch
1.41,5.45,3.2,switch
4.78,4.81,4.82,not_switch
-1.22,-3.21,1.28,switch
2.37,2.33,2.35,not_switch
6.25,1.68,3.64,switch
1.36,1.44,1.4,not_switch
6.32,3.48,1.88,switch
6.31,6.36,6.34,not_switch
-1.75,0.33,0.22,switch
5.91,5.94,5.81,not_switch
1.76,5.2,0.44,switch
3.6,3.69,3.65,not_switch
2.7,4.52,2.08,switch
5.7,5.7,5.61,not_switch
3.22,4.23,1.81,switch
0.52,0.6,0.67,not_switch
1.58,4.74,3.11,switch
1.72,1.71,1.59,not_switch
1.94,3.25,6.31,switch
6.26,6.26,6.45,not_switch
1.52,0.75,5.96,switch
5.62,5.62,5.68,not_switch
5.74,1.63,3.1,switch
3.19,3.23,3.18,not_switch
3.29,1.64,5.85,switch
5.41,5.43,5.27,not_switch
-1.85,0.17,-1.0,switch
5.72,5.69,5.8,not_switch
3.5,4.25,1.13,switch
6.23,6.33,6.36,not_switch
0.9,-1.26,-1.29,switch
2.43,2.3,2.42,not_switch
-2.8,0.03,-0.08,switch
1.88,1.86,1.76,not_switch
4.59,2.9,2.29,switch
4.69,4.56,4.65,not_switch
4.54,2.28,3.27,switch
0.92,0.76,0.79,not_switch
2.19,6.33,0.32,switch
0.91,0.87,1.03,not_switch
-1.56,0.65,-2.08,switch
5.7,5.52,5.51,not_switch
1.39,3.48,3.56,switch
2.37,2.52,2.4,not_switch
1.58,0.66,4.1,switch
3.91,3.91,3.78,not_switch
2.38,5.45,3.96,switch
1.68,1.65,1.73,not_switch
1.6,4.56,2.56,switch
2.26,2.26,2.27,not_switch
3.02,0.58,3.99,switch
4.71,4.77,4.56,not_switch
0.19,1.26,-2.13,switch
6.23,6.25,6.31,not_switch
0.91,2.04,3.55,switch
0.6,0.53,0.64,not_switch
-0.65,-2.32,1.07,switch
3.92,3.79,3.89,not_switch
4.0,0.61,1.86,switch
3.84,3.98,4.05,not_switch
0.3,-1.71,-1.9,switch
0.98,1.18,1.1,not_switch
1.63,2.97,4.91,switch
4.65,4.71,4.82,not_switch
1.78,3.16,5.11,switch
5.4,5.33,5.33,not_switch
-1.95,-3.1,0.5,switch
3.96,3.91,3.89,not_switch
-0.1,-1.38,-0.56,switch
1.96,2.04,1.91,not_switch
1.97,5.59,3.49,switch
1.54,1.49,1.42,not_switch
3.44,5.39,1.97,switch
1.52,1.33,1.5,not_switch
2.09,5.18,0.65,switch
1.31,1.21,1.27,not_switch
3.39,5.67,2.48,switch
1.07,1.03,1.0,not_switch
6.32,2.92,1.99,switch
2.8,2.78,2.95,not_switch
1.77,2.8,6.32,switch
0.32,0.33,0.41,not_switch
0.98,5.1,2.67,switch
3.61,3.52,3.54,not_switch
1.92,3.72,1.65,switch
4.76,4.63,4.67,not_switch
3.81,1.65,4.25,switch
2.69,2.53,2.61,not_switch
4.06,1.99,2.85,switch
5.08,5.11,5.2,not_switch
1.07,3.58,2.27,switch
5.06,4.91,4.94,not_switch
3.29,5.25,2.3,switch
5.81,5.76,5.69,not_switch
1.57,5.62,3.13,switch
0.9,0.87,0.87,not_switch
-1.17,-2.65,0.94,switch
4.0,4.0,3.89,not_switch
2.38,4.85,3.8,switch
5.54,5.47,5.5,not_switch
-0.5,-0.94,0.48,switch
2.88,2.94,2.78,not_switch
5.99,3.45,2.31,switch
5.06,5.12,5.25,not_switch
-0.17,1.49,-2.54,switch
0.68,0.76,0.83,not_switch
4.07,3.2,0.41,switch
3.96,3.77,3.89,not_switch
0.17,0.29,-2.21,switch
4.74,4.9,4.78,not_switch
-1.96,-2.52,-0.04,switch
0.88,0.88,1.01,not_switch
6.41,1.96,1.87,switch
2.81,2.81,2.69,not_switch
1.78,5.38,2.24,switch
5.08,5.12,5.07,not_switch
3.18,1.29,4.33,switch
3.62,3.73,3.62,not_switch
-1.34,1.48,0.27,switch
6.0,5.96,6.14,not_switch
2.25,5.16,3.27,switch
1.54,1.53,1.49,not_switch
-1.89,0.95,-2.5,switch
3.08,3.26,3.14,not_switch
3.39,1.24,4.29,switch
1.25,1.3,1.31,not_switch
1.2,-3.39,-1.24,switch
0.7,0.77,0.83,not_switch
6.43,0.55,2.09,switch
5.68,5.75,5.61,not_switch
2.47,3.94,5.02,switch
3.31,3.28,3.45,not_switch
0.99,-1.9,-1.25,switch
5.92,5.76,5.93,not_switch
5.27,2.13,2.75,switch
4.51,4.37,4.56,not_switch
5.3,1.15,3.88,switch
2.27,2.06,2.27,not_switch
1.58,5.1,2.08,switch
4.12,4.29,4.12,not_switch
0.09,-0.02,-1.04,switch
2.13,2.02,2.13,not_switch
0.18,-1.21,-0.63,switch
2.67,2.77,2.64,not_switch
1.46,-0.65,-0.99,switch
3.57,3.68,3.6,not_switch
-1.65,0.13,0.01,switch
3.01,2.95,2.93,not_switch
-1.22,0.34,1.36,switch
5.02,5.04,5.16,not_switch
3.79,1.11,4.0,switch
2.66,2.81,2.67,not_switch
2.64,0.96,4.71,switch
2.94,2.83,2.99,not_switch
4.63,1.63,3.25,switch
2.31,2.27,2.48,not_switch
3.6,4.74,1.18,switch
3.32,3.28,3.34,not_switch
0.63,0.47,-3.28,switch
6.09,6.07,6.17,not_switch
3.31,1.55,4.08,switch
3.43,3.45,3.29,not_switch
1.73,6.3,2.93,switch
1.3,1.47,1.38,not_switch
2.18,3.88,1.68,switch
3.72,3.65,3.59,not_switch
3.31,1.76,4.45,switch
3.51,3.4,3.59,not_switch
-0.34,-1.33,0.9,switch
1.7,1.72,1.58,not_switch
0.74,-2.41,-0.47,switch
2.7,2.68,2.73,not_switch
4.98,3.05,1.78,switch
0.67,0.65,0.78,not_switch
5.69,2.67,2.24,switch
2.71,2.65,2.62,not_switch
-1.77,-2.72,0.39,switch
4.52,4.64,4.67,not_switch
5.35,1.18,2.64,switch
4.27,4.28,4.44,not_switch
5.57,2.77,1.85,switch
2.1,1.94,1.97,not_switch
-1.22,-2.9,0.75,switch
2.31,2.39,2.5,not_switch
0.99,-0.38,-0.69,switch
3.23,3.09,3.07,not_switch
0.84,-0.09,-0.8,switch
0.78,0.69,0.84,not_switch
3.9,6.03,0.99,switch
6.49,6.51,6.49,not_switch
1.94,6.49,0.77,switch
2.26,2.21,2.13,not_switch
6.22,1.82,3.54,switch
2.94,3.05,3.02,not_switch
1.28,5.34,1.71,switch
4.77,4.72,4.87,not_switch
4.69,2.17,3.25,switch
2.72,2.76,2.63,not_switch
3.73,1.2,5.75,switch
2.08,1.94,1.88,not_switch
1.59,6.37,0.73,switch
1.07,0.96,0.92,not_switch
1.95,6.32,3.04,switch
3.9,3.78,3.8,not_switch
4.61,2.52,1.48,switch
2.49,2.39,2.52,not_switch
-1.15,0.07,-3.16,switch
2.34,2.54,2.5,not_switch
-2.18,0.44,0.29,switch
5.09,4.95,5.02,not_switch
-0.65,0.01,-3.33,switch
5.6,5.73,5.59,not_switch
-0.86,-2.44,1.2,switch
3.32,3.37,3.31,not_switch
1.33,2.84,5.59,switch
2.42,2.47,2.32,not_switch
2.54,0.68,5.75,switch
3.9,3.95,3.8,not_switch
5.07,3.04,1.41,switch
0.88,0.96,1.07,not_switch
0.25,1.43,-2.17,switch
6.02,6.08,6.14,not_switch
2.08,4.83,3.04,switch
4.95,5.02,4.94,not_switch
5.45,1.34,2.64,switch
3.39,3.3,3.44,not_switch
0.5,2.48,5.18,switch
6.32,6.32,6.24,not_switch
1.28,1.51,3.81,switch
0.81,0.8,0.9,not_switch
1.43,-3.04,-0.09,switch
5.99,6.04,6.09,not_switch
4.82,1.36,3.3,switch
1.81,1.82,1.81,not_switch
4.9,2.62,0.9,switch
3.83,3.81,3.87,not_switch
0.78,-0.98,-0.22,switch
1.38,1.35,1.24,not_switch
3.25,5.96,1.43,switch
3.01,3.03,2.91,not_switch
